ID,Hooking,Perimeter,Area,Frechet,Stress
sd1_20x15L.png16.jpg,13.93434501,983.1929954,3925.921129,105.7922944,P
sd1_20x15L.png222.jpg,13.93434501,983.1929954,3925.921129,105.7922944,P
sd1_20x15L.tiff224.jpg,13.93434501,983.1929954,3925.517672,105.7922944,P
sd1_20x1L.png20.jpg,5.07935679,671.4112483,2180.787519,73.44904238,P
sd1_20x1L.png232.jpg,5.07935679,671.4112483,2180.787519,73.44904238,P
sd1_20x1L.tiff234.jpg,5.07935679,671.4112483,2179.528715,73.44904238,P
sd1_20x2L.png22.jpg,1.432855641,600.57568,1787.160439,25.09883721,P
sd1_20x2L.png239.jpg,1.432855641,600.57568,1787.160439,25.09883721,P
sd1_20x2L.tiff241.jpg,1.432855641,600.57568,1785.402714,25.09883721,P
sd1_20x3L.png24.jpg,51.35868441,869.4112486,3209.686532,105.7922944,P
sd1_20x3L.png244.jpg,51.35868441,869.4112486,3209.686532,105.7922944,P
sd1_20x3L.tiff246.jpg,51.35868441,869.4112486,3207.162302,105.7922944,P
sd1_20x4L.png251.jpg,13.64742,755.7716417,2692.918489,105.7922944,P
sd1_20x4L.png28.jpg,13.64742,755.7716417,2692.918489,105.7922944,P
sd1_20x4L.tiff253.jpg,13.64742,755.7716417,2692.139238,105.7922944,P
sd1_20x5L.png258.jpg,35.07216141,624.6589432,1847.524496,16.69680018,P
sd1_20x5L.png30.jpg,35.07216141,624.6589432,1847.524496,16.69680018,P
sd1_20x5L.tiff260.jpg,35.07216141,624.6589432,1846.205025,16.69680018,P
sd1_20x6L.png263.jpg,19.64743509,695.4873687,2286.809423,105.7922944,P
sd1_20x6L.png32.jpg,19.64743509,695.4873687,2286.809423,105.7922944,P
sd1_20x6L.tiff265.jpg,19.64743509,695.4873687,2285.545476,105.7922944,P
sd1_20x7L.png268.jpg,12.65315196,557.2619733,1594.355528,105.7922944,P
sd1_20x7L.png270.jpg,2.273980908,550.960459,1696.297592,73.7976843,P
sd1_20x7L.png34.jpg,12.65315196,557.2619733,1594.355528,105.7922944,P
sd1_20x7L.png36.jpg,2.273980908,550.960459,1696.297592,73.7976843,P
sd1_20x7L.tiff272.jpg,2.273980908,550.960459,1695.041678,73.7976843,P
sd1_20x7L.tiff274.jpg,12.65315196,557.2619733,1593.212514,105.7922944,P
sd1_20x8L.png277.jpg,7.669165574,839.61226,2981.446178,105.7922944,P
sd1_20x8L.png281.jpg,21.51449777,857.1686083,3069.443201,73.95057086,P
sd1_20x8L.png38.jpg,7.669165574,839.61226,2981.446178,105.7922944,P
sd1_20x8L.png42.jpg,21.51449777,857.1686083,3069.443201,73.95057086,P
sd1_20x8L.tiff283.jpg,21.51449777,857.1686083,3068.295116,73.95057086,P
sd1_20x8L.tiff287.jpg,7.669165574,839.61226,2980.856648,105.7922944,P
sd1_20x9L.png290.jpg,1.079234586,922.1980474,3618.60704,38.54964207,P
sd1_20x9L.png44.jpg,1.079234586,922.1980474,3618.60704,38.54964207,P
sd1_20x9L.tiff292.jpg,1.079234586,922.1980474,3617.89609,38.54964207,P
sd2_20x10L.png312.jpg,51.35868441,1011.803165,4062.024316,79.53534832,P
sd2_20x10L.png46.jpg,51.35868441,1011.803165,4062.024316,79.53534832,P
sd2_20x10L.tiff314.jpg,51.35868441,1011.803165,4061.446767,79.53534832,P
sd2_20x2L.png321.jpg,33.76814525,875.7716402,3253.011664,105.7922944,P
sd2_20x2L.png323.jpg,20.6446584,657.0264711,2257.387375,50.0698597,P
sd2_20x2L.png50.jpg,33.76814525,875.7716402,3253.011664,105.7922944,P
sd2_20x2L.png52.jpg,20.6446584,657.0264711,2257.387375,50.0698597,P
sd2_20x2L.tiff325.jpg,20.6446584,657.0264711,2257.575745,50.0698597,P
sd2_20x2L.tiff327.jpg,33.76814525,875.7716402,3251.687692,105.7922944,P
sd2_20x3L.png330.jpg,35.74130828,1147.376758,5102.34549,105.7922944,P
sd2_20x3L.png54.jpg,35.74130828,1147.376758,5102.34549,105.7922944,P
sd2_20x3L.tiff332.jpg,35.74130828,1147.376758,5101.064266,105.7922944,P
sd2_20x4L.png335.jpg,12.65315196,688.1980463,2367.890002,105.7922944,P
sd2_20x4L.png337.jpg,18.644025,1070.891481,4569.022016,105.7922944,P
sd2_20x4L.png56.jpg,12.65315196,688.1980463,2367.890002,105.7922944,P
sd2_20x4L.png58.jpg,18.644025,1070.891481,4569.022016,105.7922944,P
sd2_20x4L.tiff339.jpg,18.644025,1070.891481,4568.143135,105.7922944,P
sd2_20x4L.tiff341.jpg,12.65315196,688.1980463,2367.886147,105.7922944,P
sd2_20x5L.png346.jpg,16.6458119,839.0924873,3183.040247,16.02189151,P
sd2_20x5L.png62.jpg,16.6458119,839.0924873,3183.040247,16.02189151,P
sd2_20x5L.tiff348.jpg,16.6458119,839.0924873,3182.72192,16.02189151,P
sd2_20x6L.png353.jpg,52.52107922,964.9675975,3919.99407,105.7922944,P
sd2_20x6L.png355.jpg,7.85478045,1126.565578,4752.763061,9.047104952,P
sd2_20x6L.png64.jpg,52.52107922,964.9675975,3919.99407,105.7922944,P
sd2_20x6L.png66.jpg,7.85478045,1126.565578,4752.763061,9.047104952,P
sd2_20x6L.tiff361.jpg,7.85478045,1126.565578,4751.101744,9.047104952,P
sd2_20x6L.tiff363.jpg,52.52107922,964.9675975,3919.037291,105.7922944,P
sd2_20x7L.png372.jpg,18.07510234,800.884338,2943.528742,15.89126162,P
sd2_20x7L.png74.jpg,18.07510234,800.884338,2943.528742,15.89126162,P
sd2_20x7L.tiff376.jpg,18.07510234,800.884338,2943.195827,15.89126162,P
sd2_20x8L.png383.jpg,0.654293259,917.009228,3604.337202,7.622020468,P
sd2_20x8L.png80.jpg,0.654293259,917.009228,3604.337202,7.622020468,P
sd2_20x8L.tiff385.jpg,0.654293259,917.009228,3603.931153,7.622020468,P
sd2_20x9L.png82.jpg,48.43441807,939.9869314,3541.577138,93.23728798,P
sd3_20x10L.png0.jpg,52.52107922,1190.302727,5335.099899,70.84223914,P
sd3_20x1L.png2.jpg,4.081712883,1140.129066,4899.680145,94.54868504,P
